idtaxon;idnombre;ScientificName;idnombre sinónimo;Sinónimo;Tipo sinonimia;taxonConceptID;ScientificNameID;nameAccordingto;namePublishedIn;namePublishedInYear;kingdom;phylum;class;order;family;genus;subgenus;specificepithet;infraspecificepithet;taxonRank;WithoutAutorship;ScientificNameAuthorship;taxonRemarks;Vernacular Name;Origen;Environment;Grupo taxonómico
10775;10775;Estrilda astrild (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:c5bbd5d5-d27c-4ef8-a582-451eff55613c;;;;Animalia;Chordata;Aves;Passeriformes;Estrildidae;Estrilda;;astrild;;Species;Estrilda astrild;(Linnaeus, 1758);;Estrilda común;Especie no nativa;Terrestre (incl. fluvial);Aves
10785;10785;Gallotia atlantica (Peters & Doria, 1882);93862;Gallotia atlantica  ibagnezi Castroviejo, Mateo & Collado, 1985;Sinónimo;;urn:lsid:recibio.net:name:d4d889d9-4501-4b79-ab3a-272a16a67b25;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Gallotia;;atlantica;;Species;Gallotia atlantica;(Peters & Doria, 1882);;Lagarto atlántico;Especie nativa;Terrestre (incl. fluvial);Reptiles
10785;10785;Gallotia atlantica (Peters & Doria, 1882);93863;Gallotia atlantica delibesi Castroviejo, Mateo & Collado, 1985;Sinónimo;;urn:lsid:recibio.net:name:d4d889d9-4501-4b79-ab3a-272a16a67b25;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Gallotia;;atlantica;;Species;Gallotia atlantica;(Peters & Doria, 1882);;Lagarto atlántico;Especie nativa;Terrestre (incl. fluvial);Reptiles
10785;10785;Gallotia atlantica (Peters & Doria, 1882);;;;;urn:lsid:recibio.net:name:d4d889d9-4501-4b79-ab3a-272a16a67b25;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Gallotia;;atlantica;;Species;Gallotia atlantica;(Peters & Doria, 1882);;Lagarto atlántico;Especie nativa;Terrestre (incl. fluvial);Reptiles
10786;10786;Fulica atra Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:e7ddd6c3-081f-4f22-9103-08932bfc234e;;;;Animalia;Chordata;Aves;Gruiformes;Rallidae;Fulica;;atra;;Species;Fulica atra;Linnaeus, 1758;;Focha común;Especie nativa;Terrestre (incl. fluvial);Aves
10789;10789;Cygnus atratus (Latham, 1790);;;;;urn:lsid:recibio.net:name:0476dc14-76b4-400d-8646-22b783fc92f0;;;;Animalia;Chordata;Aves;Anseriformes;Anatidae;Cygnus;;atratus;;Species;Cygnus atratus;(Latham, 1790);;Cisne negro;Especie no nativa;Terrestre (incl. fluvial);Aves
10791;10791;Sylvia atricapilla (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:ab3e0b14-0424-4bf8-828a-3b58f25ff3d7;;;;Animalia;Chordata;Aves;Passeriformes;Sylviidae;Sylvia;;atricapilla;;Species;Sylvia atricapilla;(Linnaeus, 1758);;Curruca capirotada;Especie nativa;Terrestre (incl. fluvial);Aves
10794;10794;Alcedo atthis (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:cf33a2bc-bfa1-4326-b6bb-bcb17c1a0555;;;;Animalia;Chordata;Aves;Coraciiformes;Alcedinidae;Alcedo;;atthis;;Species;Alcedo atthis;(Linnaeus, 1758);;Martín pescador;Especie nativa;Terrestre (incl. fluvial);Aves
10796;10796;Gallotia auaritae Mateo, García-Márquez, López-Jurado & Barahona, 2001;;;;;urn:lsid:recibio.net:name:5fd1adc4-27c1-4b28-9e99-a2d49bb867e4;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Gallotia;;auaritae;;Species;Gallotia auaritae;Mateo, García-Márquez, López-Jurado & Barahona, 2001;;Lagarto gigante de La Palma;Especie nativa;Terrestre (incl. fluvial);Reptiles
10799;10799;Plecotus austriacus (J. Fischer, 1829);;;;;urn:lsid:recibio.net:name:1c4a063e-1243-432b-acd1-40a8465d4243;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Plecotus;;austriacus;;Species;Plecotus austriacus;(Fischer, 1829);;Murciélago orejudo gris;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10801;10801;Recurvirostra avosetta Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:cd7d2b4f-a1a9-4b8a-84c8-877736285664;;;;Animalia;Chordata;Aves;Charadriiformes;Recurvirostridae;Recurvirostra;;avosetta;;Species;Recurvirostra avosetta;Linnaeus, 1758;;Avoceta común;Especie nativa;Terrestre (incl. fluvial);Aves
10817;10817;Alectoris barbara (Bonnaterre, 1790);;;;;urn:lsid:recibio.net:name:dab3b045-644a-4d4a-9efa-03e098f562ca;;;;Animalia;Chordata;Aves;Galliformes;Phasianidae;Alectoris;;barbara;;Species;Alectoris barbara;(Bonnaterre, 1790);;Perdiz moruna;Especie nativa;Terrestre (incl. fluvial);Aves
10819;10819;Lemniscomys barbarus (Linnaeus, 1766);;;;;urn:lsid:recibio.net:name:722ee558-159e-4c4a-8df8-cc112f9fbbe3;;;;Animalia;Chordata;Mammalia;Rodentia;Muridae;Lemniscomys;;barbarus;;Species;Lemniscomys barbarus;(Linnaeus, 1766);;Ratón listado;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10820;10820;Barbastella barbastellus (Schreber, 1774);;;;;urn:lsid:recibio.net:name:054b0554-3f1d-440b-afc7-e737ebef9ece;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Barbastella;;barbastellus;;Species;Barbastella barbastellus;(Schreber, 1774);;Barbastela;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10822;10822;Gypaetus barbatus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:a39abc18-5f8b-46b5-aea4-3b6127b88b46;;;;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Gypaetus;;barbatus;;Species;Gypaetus barbatus;(Linnaeus, 1758);;Quebrantahuesos;Especie nativa;Terrestre (incl. fluvial);Aves
10823;10823;Pycnonotus barbatus (Desfontaines, 1789);;;;;urn:lsid:recibio.net:name:617af270-b72e-42ce-b0b5-65b0c75d1153;;;;Animalia;Chordata;Aves;Passeriformes;Pycnonotidae;Pycnonotus;;barbatus;;Species;Pycnonotus barbatus;(Desfontaines, 1789);;Bulbul naranjero;Especie nativa;Terrestre (incl. fluvial);Aves
10826;10826;Myotis bechsteinii (Kuhl, 1817);;;;;urn:lsid:recibio.net:name:ef923593-1204-4b70-bbcb-aa750dec5301;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;bechsteinii;;Species;Myotis bechsteinii;(Kuhl, 1817);;Murciélago ratonero forestal;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10827;10827;Chalcides bedriagai (Boscá, 1880);;;;;urn:lsid:recibio.net:name:eea72623-6040-4032-babc-5d7b44fb561c;;;;Animalia;Chordata;Reptilia;Squamata;Scincidae;Chalcides;;bedriagai;;Species;Chalcides bedriagai;(Boscá, 1880);;Eslizón ibérico;Especie nativa;Terrestre (incl. fluvial);Reptiles
10831;10831;Thalasseus bengalensis (Lesson, 1831);14075;Sterna bengalensis Lesson, 1831;Sinónimo;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus;;bengalensis;;Species;Thalasseus bengalensis;(Lesson, 1831);;Charrán bengalí;Especie nativa;Marino;Aves
10831;10831;Thalasseus bengalensis (Lesson, 1831);;;;;;;;;Animalia;Chordata;Aves;Charadriiformes;Laridae;Thalasseus;;bengalensis;;Species;Thalasseus bengalensis;(Lesson, 1831);;Charrán bengalí;Especie nativa;Marino;Aves
10835;10835;Anthus berthelotii Bolle, 1862;;;;;urn:lsid:recibio.net:name:0905feab-6d17-4293-a6ac-64b511634e9f;;;;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Anthus;;berthelotii;;Species;Anthus berthelotii;Bolle, 1862;;Bisbita caminero;Especie nativa;Terrestre (incl. fluvial);Aves
10839;10839;Panurus biarmicus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:23626b20-7645-418a-b0f5-f0d75c9e26bf;;;;Animalia;Chordata;Aves;Passeriformes;Panuridae;Panurus;;biarmicus;;Species;Panurus biarmicus;(Linnaeus, 1758);;Bigotudo;Especie nativa;Terrestre (incl. fluvial);Aves
10852;10852;Lacerta bilineata (Daudin, 1802);27462;Lacerta viridis;Sinónimo;;urn:lsid:recibio.net:name:34e687db-37ab-4723-9ccd-f9badd22d399;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Lacerta;;bilineata;;Species;Lacerta bilineata;(Daudin, 1802);;Lagarto verde;Especie nativa;Terrestre (incl. fluvial);Reptiles
10852;10852;Lacerta bilineata (Daudin, 1802);;;;;urn:lsid:recibio.net:name:34e687db-37ab-4723-9ccd-f9badd22d399;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Lacerta;;bilineata;;Species;Lacerta bilineata;(Daudin, 1802);;Lagarto verde;Especie nativa;Terrestre (incl. fluvial);Reptiles
10864;10864;Psammodromus blanci (Lataste, 1880);;;;;urn:lsid:recibio.net:name:66f1f809-a3e3-4536-9841-ea81ee2b859f;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Psammodromus;;blanci;;Species;Psammodromus blanci;(Lataste, 1880);;Lagartija tunecina;Especie nativa;Terrestre (incl. fluvial);Reptiles
10866;10866;Myotis blythii (Tomes, 1857);;;;;urn:lsid:recibio.net:name:f65260b9-59ff-4f10-b416-3d644feda392;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;blythii;;Species;Myotis blythii;(Tomes, 1857);;Murciélago ratonero mediano;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10869;10869;Podarcis bocagei (Seoane, 1884);;;;;urn:lsid:recibio.net:name:6a184533-45f6-48bc-8354-f98e8ed63e6f;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Podarcis;;bocagei;;Species;Podarcis bocagei;(Seoane, 1884);;Lagartija de Bocage;Especie nativa;Terrestre (incl. fluvial);Reptiles
10870;10870;Tarentola boettgeri Steindachner, 1891;;;;;urn:lsid:recibio.net:name:0d2bb094-0ab1-40d5-83e8-70cd6849b108;;;;Animalia;Chordata;Reptilia;Squamata;Phyllodactylidae;Tarentola;;boettgeri;;Species;Tarentola boettgeri;Steindachner, 1891;;Perenquén de Boettger;Especie nativa;Terrestre (incl. fluvial);Reptiles
10875;10875;Gallotia bravoana Hutterer, 1985;24240;Gallotia gomerana;Sinónimo;;urn:lsid:recibio.net:name:e2e74d5e-e0f0-47cd-8cac-d8cd68766181;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Gallotia;;bravoana;;Species;Gallotia bravoana;Hutterer, 1985;;Lagarto gigante de La Gomera;Especie nativa;Terrestre (incl. fluvial);Reptiles
10875;10875;Gallotia bravoana Hutterer, 1985;;;;;urn:lsid:recibio.net:name:e2e74d5e-e0f0-47cd-8cac-d8cd68766181;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Gallotia;;bravoana;;Species;Gallotia bravoana;Hutterer, 1985;;Lagarto gigante de La Gomera;Especie nativa;Terrestre (incl. fluvial);Reptiles
10883;10883;Chamaeleo chamaeleon (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:c2a4bf9d-d2b9-415f-af7a-10b9010b2044;;;;Animalia;Chordata;Reptilia;Squamata;Chamaeleonidae;Chamaeleo;;chamaeleon;;Species;Chamaeleo chamaeleon;(Linnaeus, 1758);;Camaleón común;Especie nativa;Terrestre (incl. fluvial);Reptiles
10887;10887;Gallinula chloropus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:3f81cdb5-d959-4053-97e8-c0666407838c;;;;Animalia;Chordata;Aves;Gruiformes;Rallidae;Gallinula;;chloropus;;Species;Gallinula chloropus;(Linnaeus, 1758);;Gallineta común;Especie nativa;Terrestre (incl. fluvial);Aves
10888;10888;Aquila chrysaetos (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:e946447b-9306-4200-bd6c-0ed6fc0e6091;;;;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Aquila;;chrysaetos;;Species;Aquila chrysaetos;(Linnaeus, 1758);;Águila real;Especie nativa;Terrestre (incl. fluvial);Aves
10890;10890;Emberiza cia Linnaeus, 1766;;;;;urn:lsid:recibio.net:name:a131c93c-a43f-4171-be1c-4755a22dbfe2;;;;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;;cia;;Species;Emberiza cia;Linnaeus, 1766;;Escribano montesino;Especie nativa;Terrestre (incl. fluvial);Aves
10891;10891;Ciconia ciconia (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:ea969446-9f5e-488c-a268-81d3cdd3d3a2;;;;Animalia;Chordata;Aves;Ciconiiformes;Ciconiidae;Ciconia;;ciconia;;Species;Ciconia ciconia;(Linnaeus, 1758);;Cigüeña blanca;Especie nativa;Terrestre (incl. fluvial);Aves
10894;10894;Cinclus cinclus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:3558e0cd-1e15-48b7-bba6-73900317dce8;;;;Animalia;Chordata;Aves;Passeriformes;Cinclidae;Cinclus;;cinclus;;Species;Cinclus cinclus;(Linnaeus, 1758);;Mirlo acuático;Especie nativa;Terrestre (incl. fluvial);Aves
10896;10896;Ardea cinerea Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:cad9f5e3-9628-4a2b-bd48-6bcb0d26ff89;;;;Animalia;Chordata;Aves;Pelecaniformes;Ardeidae;Ardea;;cinerea;;Species;Ardea cinerea;Linnaeus, 1758;;Garza real;Especie nativa;Terrestre (incl. fluvial);Aves
10898;10898;Motacilla cinerea Tunstall, 1771;;;;;urn:lsid:recibio.net:name:4f9e218f-2447-4d16-9456-c2f53ac2248b;;;;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Motacilla;;cinerea;;Species;Motacilla cinerea;Tunstall, 1771;;Lavandera cascadeña;Especie nativa;Terrestre (incl. fluvial);Aves
10901;10901;Blanus cinereus (Vandelli, 1797);;;;;urn:lsid:recibio.net:name:5e009baa-b775-4f28-acdb-ec2d770f533a;;;;Animalia;Chordata;Reptilia;Squamata;Blanidae;Blanus;;cinereus;;Species;Blanus cinereus;(Vandelli, 1797);;Culebrilla ciega;Especie nativa;Terrestre (incl. fluvial);Reptiles
10907;10907;Emberiza cirlus Linnaeus, 1766;;;;;urn:lsid:recibio.net:name:a03a34af-3988-4ae1-af79-084115e0ab51;;;;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;;cirlus;;Species;Emberiza cirlus;Linnaeus, 1766;;Escribano de garganta negra;Especie nativa;Terrestre (incl. fluvial);Aves
10909;10909;Alytes cisternasii Boscá, 1879;;;;;urn:lsid:recibio.net:name:dd3843fa-abb3-46d3-82ec-b307c2b095e4;;;;Animalia;Chordata;Amphibia;Anura;Alytidae;Alytes;;cisternasii;;Species;Alytes cisternasii;Boscá, 1879;;Sapo partero ibérico;Especie nativa;Terrestre (incl. fluvial);Anfibios
10911;10911;Emberiza citrinella Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:e40b68ea-85d0-4076-a5b9-aa6fa7ee8515;;;;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;;citrinella;;Species;Emberiza citrinella;Linnaeus, 1758;;Escribano cerillo;Especie nativa;Terrestre (incl. fluvial);Aves
10913;10913;Macroprotodon brevis (Günther, 1862);80329;Macroprotodon cucullatus brevis;Sinónimo;;urn:lsid:recibio.net:name:0e7f2588-0d63-4846-97d2-c4e8ff0e995b;;;;Animalia;Chordata;Reptilia;Squamata;Colubridae;Macroprotodon;;brevis;;Species;Macroprotodon brevis;(Günther, 1862);;Culebra de cogulla occidental;Especie nativa;Terrestre (incl. fluvial);Reptiles
10913;10913;Macroprotodon brevis (Günther, 1862);;;;;urn:lsid:recibio.net:name:0e7f2588-0d63-4846-97d2-c4e8ff0e995b;;;;Animalia;Chordata;Reptilia;Squamata;Colubridae;Macroprotodon;;brevis;;Species;Macroprotodon brevis;(Günther, 1862);;Culebra de cogulla occidental;Especie nativa;Terrestre (incl. fluvial);Reptiles
10917;10917;Bubo bubo (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:ae394422-4cc6-4e72-a845-5780cbab31b7;;;;Animalia;Chordata;Aves;Strigiformes;Strigidae;Bubo;;bubo;;Species;Bubo bubo;(Linnaeus, 1758);;Búho real;Especie nativa;Terrestre (incl. fluvial);Aves
10922;10922;Buteo buteo (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:cb6908a1-81f6-49ab-abfa-293b78e0d1db;;;;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Buteo;;buteo;;Species;Buteo buteo;(Linnaeus, 1758);;Busardo ratonero;Especie nativa;Terrestre (incl. fluvial);Aves
10923;10923;Buteo buteo subsp. insularum (Linnaeus, 1758);;;;;;;;0;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Buteo;;buteo;insularum;Subspecies;Buteo buteo insularum;(Linnaeus, 1758);;;;Terrestre (incl. fluvial);Aves
10926;96781;Cyanistes teneriffae ombriosus (Meade-Waldo, 1890);10926;Parus caeruleus subsp. ombriosus;Sinónimo;;;;;;Animalia;Chordata;Aves;Passeriformes;Paridae;Cyanistes;;teneriffae;ombriosus;Subspecies;Cyanistes teneriffae ombriosus;(Meade-Waldo, 1890);;;;Terrestre (incl. fluvial);Aves
10926;96781;Cyanistes teneriffae ombriosus (Meade-Waldo, 1890);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Paridae;Cyanistes;;teneriffae;ombriosus;Subspecies;Cyanistes teneriffae ombriosus;(Meade-Waldo, 1890);;;;Terrestre (incl. fluvial);Aves
10929;96779;Cyanistes teneriffae palmensis (Meade-Waldo, 1889);10929;Parus caeruleus subsp. palmensis;Sinónimo;;;;;;Animalia;Chordata;Aves;Passeriformes;Paridae;Cyanistes;;teneriffae;palmensis;Subspecies;Cyanistes teneriffae palmensis;(Meade-Waldo, 1889);;;;Terrestre (incl. fluvial);Aves
10929;96779;Cyanistes teneriffae palmensis (Meade-Waldo, 1889);;;;;;;;;Animalia;Chordata;Aves;Passeriformes;Paridae;Cyanistes;;teneriffae;palmensis;Subspecies;Cyanistes teneriffae palmensis;(Meade-Waldo, 1889);;;;Terrestre (incl. fluvial);Aves
10930;10930;Elanus caeruleus (Desfontaines, 1789);;;;;urn:lsid:recibio.net:name:a3a9f542-392d-468e-bf09-81fb5f19bf2c;;;;Animalia;Chordata;Aves;Accipitriformes;Accipitridae;Elanus;;caeruleus;;Species;Elanus caeruleus;(Desfontaines, 1789);;Elanio común;Especie nativa;Terrestre (incl. fluvial);Aves
10933;10933;Gallotia caesaris (Lehrs, 1914);;;;;urn:lsid:recibio.net:name:d0c80895-3f1d-4ca2-87f8-48b02311eda5;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Gallotia;;caesaris;;Species;Gallotia caesaris;(Lehrs, 1914);;Lagarto de Lehrs;Especie nativa;Terrestre (incl. fluvial);Reptiles
10935;10935;Apus caffer (Lichtenstein, MHK, 1823);;;;;urn:lsid:recibio.net:name:36eea6c3-233d-41a9-97f1-125eef3e9a93;;;;Animalia;Chordata;Aves;Apodiformes;Apodidae;Apus;;caffer;;Species;Apus caffer;(Lichtenstein, MHK, 1823);;Vencejo cafre;Especie nativa;Terrestre (incl. fluvial);Aves
10937;10937;Melanocorypha calandra (Linnaeus, 1766);;;;;urn:lsid:recibio.net:name:0d21758f-de13-451a-ad55-4e0d868cf7c6;;;;Animalia;Chordata;Aves;Passeriformes;Alaudidae;Melanocorypha;;calandra;;Species;Melanocorypha calandra;(Linnaeus, 1766);;Calandria;Especie nativa;Terrestre (incl. fluvial);Aves
10938;10938;Emberiza calandra Linnaeus, 1758;23774;Miliaria calandra;Sinónimo;;urn:lsid:recibio.net:name:084e732a-8922-4571-9b17-4821350b4d3c;;;;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;;calandra;;Species;Emberiza calandra;Linnaeus, 1758;;Escribano triguero;Especie nativa;Terrestre (incl. fluvial);Aves
10938;10938;Emberiza calandra Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:084e732a-8922-4571-9b17-4821350b4d3c;;;;Animalia;Chordata;Aves;Passeriformes;Emberizidae;Emberiza;;calandra;;Species;Emberiza calandra;Linnaeus, 1758;;Escribano triguero;Especie nativa;Terrestre (incl. fluvial);Aves
10943;10943;Dipodillus campestris (Loche, 1867);;;;;urn:lsid:recibio.net:name:93082fb5-cb30-429c-8f64-1b7e9e1edc50;;;;Animalia;Chordata;Mammalia;Rodentia;Muridae;Dipodillus;;campestris;;Species;Dipodillus campestris;(Loche, 1867);;Jerbo;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10944;10944;Anthus campestris (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:eed4f5c5-0759-473b-9a8a-fa9988de4ae9;;;;Animalia;Chordata;Aves;Passeriformes;Motacillidae;Anthus;;campestris;;Species;Anthus campestris;(Linnaeus, 1758);;Bisbita campestre;Especie nativa;Terrestre (incl. fluvial);Aves
10947;10947;Serinus canaria (Linnaeus, 1758);79807;Serinus canarius (Linnaeus, 1758);Sinónimo;;urn:lsid:recibio.net:name:23ecc30f-3fe4-4d57-8009-78990471ee7e;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Serinus;;canaria;;Species;Serinus canaria;(Linnaeus, 1758);;Serín canario;Especie nativa;Terrestre (incl. fluvial);Aves
10947;10947;Serinus canaria (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:23ecc30f-3fe4-4d57-8009-78990471ee7e;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Serinus;;canaria;;Species;Serinus canaria;(Linnaeus, 1758);;Serín canario;Especie nativa;Terrestre (incl. fluvial);Aves
10948;10948;Crocidura canariensis Hutterer, López-Jurado y Vogel, 1987;;;;;urn:lsid:recibio.net:name:36ecde4f-625d-4273-a243-15d604718dca;;;;Animalia;Chordata;Mammalia;Soricomorpha;Soricidae;Crocidura;;canariensis;;Species;Crocidura canariensis;Hutterer, López-Jurado y Vogel, 1987;;Musaraña canaria;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10949;10949;Phylloscopus canariensis (Hartwig, 1886);;;;;urn:lsid:recibio.net:name:3cd6f3a1-fa6c-47c6-a798-4df88d2b6c5c;;;;Animalia;Chordata;Aves;Passeriformes;Phylloscopidae;Phylloscopus;;canariensis;;Species;Phylloscopus canariensis;(Hartwig, 1886);;Mosquitero canario;Especie nativa;Terrestre (incl. fluvial);Aves
10952;10952;Cuculus canorus Linnaeus, 1758;;;;;urn:lsid:recibio.net:name:4e4f4b10-1902-4985-85d5-67e9bfc799fc;;;;Animalia;Chordata;Aves;Cuculiformes;Cuculidae;Cuculus;;canorus;;Species;Cuculus canorus;Linnaeus, 1758;;Cuco;Especie nativa;Terrestre (incl. fluvial);Aves
10957;10957;Calidris canutus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:94b0e713-872b-4bd4-b9b6-3391cebf18c3;;;;Animalia;Chordata;Aves;Charadriiformes;Scolopacidae;Calidris;;canutus;;Species;Calidris canutus;(Linnaeus, 1758);;Correlimos gordo;Especie nativa;Terrestre (incl. fluvial);Aves
10958;10958;Myotis capaccinii (Bonaparte, 1837);;;;;urn:lsid:recibio.net:name:14d9dadf-9b85-43f7-849a-c3451bea68d5;;;;Animalia;Chordata;Mammalia;Chiroptera;Vespertilionidae;Myotis;;capaccinii;;Species;Myotis capaccinii;(Bonaparte, 1837);;Murciélago patudo;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10961;10961;Capreolus capreolus (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:d79225ad-aed4-4b83-840e-7f0b9429da3c;;;;Animalia;Chordata;Mammalia;Artiodactyla;Cervidae;Capreolus;;capreolus;;Species;Capreolus capreolus;(Linnaeus, 1758);;Corzo;Especie nativa;Terrestre (incl. fluvial);Mamíferos
10965;10965;Phalacrocorax carbo subsp. sinensis (Linnaeus, 1758);;;;;;;;0;Animalia;Chordata;Aves;Suliformes;Phalacrocoracidae;Phalacrocorax;;carbo;sinensis;Subspecies;Phalacrocorax carbo sinensis;(Linnaeus, 1758);;;;Marino y Terrestre (incl. fluvial);Aves
10968;10968;Podarcis carbonelli Pérez-Mellado, 1981;;;;;urn:lsid:recibio.net:name:df8003cc-4b66-4d82-8923-4895630019cf;;;;Animalia;Chordata;Reptilia;Squamata;Lacertidae;Podarcis;;carbonelli;;Species;Podarcis carbonelli;Pérez-Mellado, 1981;;Lagartija de Carbonell;Especie nativa;Terrestre (incl. fluvial);Reptiles
10969;10969;Carduelis carduelis (Linnaeus, 1758);;;;;urn:lsid:recibio.net:name:ffbd41aa-4b02-4bc4-ba1e-3deef29e02d2;;;;Animalia;Chordata;Aves;Passeriformes;Fringillidae;Carduelis;;carduelis;;Species;Carduelis carduelis;(Linnaeus, 1758);;Jilguero europeo;Especie nativa;Terrestre (incl. fluvial);Aves
10970;10970;Caretta caretta (Linnaeus, 1758);79707;Testudo caouana Lacépède, 1788;Sinónimo;;;;;;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;;caretta;;Species;Caretta caretta;(Linnaeus, 1758);;Caguama;Especie nativa;Marino;Reptiles
10970;10970;Caretta caretta (Linnaeus, 1758);79711;Thalassochelys corticata Girard, 1858;Sinónimo;;;;;;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;;caretta;;Species;Caretta caretta;(Linnaeus, 1758);;Caguama;Especie nativa;Marino;Reptiles
10970;10970;Caretta caretta (Linnaeus, 1758);;;;;;;;;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Caretta;;caretta;;Species;Caretta caretta;(Linnaeus, 1758);;Caguama;Especie nativa;Marino;Reptiles
10988;10988;Lepus castroviejoi Palacios, 1977;;;;;urn:lsid:recibio.net:name:999b0ab5-7d52-4416-8cd1-979aa5550ee4;;;;Animalia;Chordata;Mammalia;Lagomorpha;Leporidae;Lepus;;castroviejoi;;Species;Lepus castroviejoi;Palacios, 1977;;Liebre de piornal;Especie nativa;Terrestre (incl. fluvial);Mamíferos
